2023120522001480201448810937	,20231205193100421072034345123863	,2023-12-05 19:31:01 ,2023-12-05 19:31:02 ,2023-12-05 19:31:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120522001480201444480469	,P143M6666031231205017067317439	,2023-12-05 11:54:06 ,2023-12-05 11:54:08 ,2023-12-05 11:54:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,1荤2素特惠套餐            ,19.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120522001480201444567422	,20231205090218U13826640200687319	,2023-12-05 09:02:31 ,2023-12-05 09:02:32 ,2023-12-05 09:02:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23120511100400000020682448159011,29.70   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120522001480201443496670	,20231205084926426072033028321064	,2023-12-05 08:49:27 ,2023-12-05 08:49:28 ,2023-12-05 08:49:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120522001480201441816281	,12652065489854017536	,2023-12-05 08:35:27 ,2023-12-05 08:35:33 ,2023-12-05 08:35:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,12.50   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120422001480201445364164	,20231204194952497072033190202809	,2023-12-04 19:49:53 ,2023-12-04 19:49:55 ,2023-12-04 19:49:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120422001480201435405020	,12651763789318467584	,2023-12-04 12:36:36 ,2023-12-04 12:36:42 ,2023-12-04 12:36:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,10.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120422001480201441396941	,10114196768093675525	,2023-12-04 12:34:15 ,2023-12-04 12:34:16 ,2023-12-04 12:34:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,luckincoffee    ,订单付款                ,9.90    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120422001480201440187813	,301111508516302170166390913384	,2023-12-04 12:26:15 ,2023-12-04 12:26:16 ,2023-12-04 12:26:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海公共支付一网通办      ,公安证照业务              ,40.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120422001480201440600996	,20231204084912894072033284000639	,2023-12-04 08:49:14 ,2023-12-04 08:49:16 ,2023-12-04 08:49:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120422001480201436081516	,12651703036838322176	,2023-12-04 08:35:12 ,2023-12-04 08:35:18 ,2023-12-04 08:35:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,12.50   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120422001480201436873494	,23120400434107381064	,2023-12-04 00:43:42 ,2023-12-04 00:43:43 ,2023-12-04 00:43:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海公共交通卡股份有限公司   ,上海地铁-虹桥火车站-2023-12-03 21:53:05-三林东-2023-12-03 22:43:24,5.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120322001480201435857240	,20231203220325856072033436501838	,2023-12-03 22:03:26 ,2023-12-03 22:03:28 ,2023-12-03 22:03:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--虹桥火车站          ,3.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120322001480201437450382	,881401122312031914221000000001185420845	,2023-12-03 19:14:22 ,2023-12-03 19:14:24 ,2023-12-03 19:14:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,绍兴京越地铁有限公司      ,地铁-黄酒小镇-19:14:21-正常行程票款扣费,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120322001480201434751626	,7112660000482200007895287796968689	,2023-12-03 12:01:17 ,2023-12-03 12:01:19 ,2023-12-03 12:01:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,浙江越秀外国语学院一楼文苑餐厅 ,浙江越秀外国语学院_食堂        ,14.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120322001480201435022096	,XP1223120308200425349715004321	,2023-12-03 08:17:26 ,2023-12-03 08:17:28 ,2023-12-03 08:17:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1223120308200425349715004321,25.20   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120122001480201424828185	,20231201194343238072034107901997	,2023-12-01 19:43:44 ,2023-12-01 19:43:45 ,2023-12-01 19:43:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120122001480201423003747	,P143M6666031231201216864647088	,2023-12-01 11:47:39 ,2023-12-01 11:47:43 ,2023-12-01 11:47:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,照烧鸡骰子牛肉双拼饭          ,19.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120122001480201420040634	,20231201084840203072034235813811	,2023-12-01 08:48:41 ,2023-12-01 08:48:42 ,2023-12-01 08:48:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120122001480201419009328	,20231201083832U58503548764729984	,2023-12-01 08:38:41 ,2023-12-01 08:38:43 ,2023-12-01 08:38:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23120111100400000020038364852011,14.50   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023120122001480201423439920	,12650616050056581120	,2023-12-01 08:35:54 ,2023-12-01 08:36:01 ,2023-12-01 08:36:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,12.50   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023113022001480201422419490	,P18M6666031231130105816502201	,2023-11-30 20:52:46 ,2023-11-30 20:52:48 ,2023-11-30 20:52:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海盒马            ,盒马北纬39度缢蛏 散称(40-50只/500g)等2类商品,30.02   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023113022001480201418546147	,12650429822128492544	,2023-11-30 20:15:54 ,2023-11-30 20:16:01 ,2023-11-30 20:16:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,13.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023113022001480201418269678	,20231130191440537072033044928408	,2023-11-30 19:14:41 ,2023-11-30 19:14:42 ,2023-11-30 19:14:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023113022001480201414442741	,20231130120432U53127815537273780	,2023-11-30 12:04:44 ,2023-11-30 12:04:45 ,2023-11-30 12:04:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23113011100400000029927008174011,14.50   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023113022001480201418528477	,SXA1O63966298525    	,2023-11-30 11:49:08 ,2023-11-30 11:49:10 ,2023-11-30 11:49:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,东海广场店           ,上海全家购物              ,11.60   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023113022001480201412080798	,20231130084754422072033259230372	,2023-11-30 08:47:55 ,2023-11-30 08:47:56 ,2023-11-30 08:47:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023113022001480201414942047	,12650254191684091904	,2023-11-30 08:38:00 ,2023-11-30 08:38:07 ,2023-11-30 08:38:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,12.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112922001480201410070628	,20231129194714254072034094313494	,2023-11-29 19:47:15 ,2023-11-29 19:47:16 ,2023-11-29 19:47:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112922001480201408383009	,SXA1O63895856525    	,2023-11-29 12:05:56 ,2023-11-29 12:05:59 ,2023-11-29 12:05:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,东海广场店           ,上海全家购物              ,11.60   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112922001480201406230538	,20231129084808334072033020425734	,2023-11-29 08:48:09 ,2023-11-29 08:48:10 ,2023-11-29 08:48:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112922001480201407801853	,20231129084310U22472629289759904	,2023-11-29 08:43:16 ,2023-11-29 08:43:17 ,2023-11-29 08:43:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23112911100400000029755061916011,9.90    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112822001480201406669550	,20231128201811972072033464718848	,2023-11-28 20:18:12 ,2023-11-28 20:18:14 ,2023-11-28 20:18:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112822001480201406397912	,P143M6666031231128008222410251	,2023-11-28 12:07:16 ,2023-11-28 12:07:18 ,2023-11-28 12:07:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,照烧鸡骰子牛肉双拼饭          ,19.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112822001480201400771381	,20231128085450366072033130605676	,2023-11-28 08:54:51 ,2023-11-28 08:54:52 ,2023-11-28 08:54:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112822001480201400118396	,12649527267173203968	,2023-11-28 08:29:28 ,2023-11-28 08:29:34 ,2023-11-28 08:29:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,23.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112722001480201456552288	,20231127191816296072034244000014	,2023-11-27 19:18:17 ,2023-11-27 19:18:18 ,2023-11-27 19:18:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112722001480201458295794	,12649312856491843584	,2023-11-27 18:17:28 ,2023-11-27 18:17:35 ,2023-11-27 18:17:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,13.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112722001480201456694614	,P143M6666031231127077318466096	,2023-11-27 11:54:52 ,2023-11-27 11:54:54 ,2023-11-27 11:54:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,照烧鸡骰子牛肉双拼饭          ,19.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112722001480201450564764	,20231127085200647072034203126691	,2023-11-27 08:52:01 ,2023-11-27 08:52:03 ,2023-11-27 08:52:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112722001480201450971657	,20231127084431U77956257260213094	,2023-11-27 08:44:46 ,2023-11-27 08:44:47 ,2023-11-27 08:44:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23112711100400000029480398815011,9.90    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112722001480201448744441	,52126600004822000020231127110113230266215461924731	,2023-11-27 01:22:26 ,2023-11-27 01:22:32 ,2023-11-27 01:22:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信阳义务小商品批发       ,信阳义务小商品批发扫码收款       ,102.00  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112622001480201445867505	,12648874294470418432	,2023-11-26 13:14:47 ,2023-11-26 13:14:53 ,2023-11-26 13:14:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦当劳             ,上海金拱门食品有限公司         ,8.80    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112500003001200085912112	,                    	,2023-11-25 23:58:37 ,2023-11-25 23:58:42 ,2023-11-25 23:58:44 ,支付宝网站     ,即时到账交易          ,招商银行            ,信用卡还款               ,100.50  ,不计收支    ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2023112522001480201443049702	,47008765465022313580202	,2023-11-25 09:42:26 ,2023-11-25 09:42:31 ,2023-11-25 09:42:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,老杨修车点(三林苑东门口)   ,收钱码收款               ,30.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112522001480201439081179	,XP1123112500200041702146003217	,2023-11-25 00:23:29 ,2023-11-25 00:23:31 ,2023-11-25 00:23:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1123112500200041702146003217,42.47   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112422001480201439000553	,20231124193500764072033125508040	,2023-11-24 19:35:01 ,2023-11-24 19:35:03 ,2023-11-24 19:35:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112400003001200085785798	,                    	,2023-11-24 11:57:44 ,2023-11-24 11:57:49 ,2023-11-24 11:57:52 ,支付宝网站     ,即时到账交易          ,招商银行            ,信用卡还款               ,100.00  ,不计收支    ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2023112422001180201432106723	,T100P3644511121513502201	,2023-11-24 11:23:20 ,2023-11-24 11:23:32 ,2023-11-24 11:23:34 ,淘宝        ,支付宝担保交易         ,中国移动和包官方旗舰店     ,手机充值                ,100.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023112422001480201432227358	,20231124085537043072033030411636	,2023-11-24 08:55:38 ,2023-11-24 08:55:39 ,2023-11-24 08:55:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112422001480201431438138	,10114137891068887041	,2023-11-24 08:52:01 ,2023-11-24 08:52:02 ,2023-11-24 08:52:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,luckincoffee    ,订单付款                ,13.05   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112322001480201432012734	,XP2423112322200986426435006417	,2023-11-23 22:40:21 ,2023-11-23 22:40:21 ,2023-11-23 22:40:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2423112322200986426435006417,7.60    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112322001480201431928090	,20231123192937722072034102205653	,2023-11-23 19:29:39 ,2023-11-23 19:29:40 ,2023-11-23 19:29:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112322001480201430439684	,P143M6666031231123471280317439	,2023-11-23 11:55:56 ,2023-11-23 11:55:58 ,2023-11-23 11:55:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,照烧鸡骰子牛肉双拼饭          ,19.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112322001480201425064204	,20231123085106156072033107207926	,2023-11-23 08:51:07 ,2023-11-23 08:51:08 ,2023-11-23 08:51:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112322001480201424559109	,20231123084038U72648478066468051	,2023-11-23 08:40:48 ,2023-11-23 08:40:49 ,2023-11-23 08:40:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23112311100400000028859443421011,9.90    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112222001480201425232681	,20231122190914845072034351717905	,2023-11-22 19:09:15 ,2023-11-22 19:09:17 ,2023-11-22 19:09:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112222001480201423549505	,P143M6666031231122498078317439	,2023-11-22 12:14:50 ,2023-11-22 12:14:52 ,2023-11-22 12:14:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,农夫山泉饮用天然水550ml      ,3.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112222001480201417718241	,P143M6666031231122997110502201	,2023-11-22 11:54:22 ,2023-11-22 11:54:24 ,2023-11-22 11:54:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,烧汁肥牛饭               ,19.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112222001480201417833373	,20231122085136664072034421428682	,2023-11-22 08:51:37 ,2023-11-22 08:51:39 ,2023-11-22 08:51:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112222001480201417838121	,20231122084821U68309281956309940	,2023-11-22 08:48:28 ,2023-11-22 08:48:30 ,2023-11-22 08:48:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23112211100400000028721080339011,9.90    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112122001480201419394006	,47005762083022313580202	,2023-11-21 22:16:48 ,2023-11-21 22:16:56 ,2023-11-21 22:16:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,羽梦球馆            ,收钱码收款               ,5.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112122001480201409571660	,20231121193606351072034227621775	,2023-11-21 19:36:07 ,2023-11-21 19:36:08 ,2023-11-21 19:36:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--浦三路            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112122001480201403638309	,P143M6666031231121952100918406	,2023-11-21 11:50:23 ,2023-11-21 11:50:25 ,2023-11-21 11:50:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海逸刻新零售网络科技有限公司 ,逸匠酸萝卜牛肉便当           ,17.90   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112122001480201411177950	,20231121085949381072033059807164	,2023-11-21 08:59:50 ,2023-11-21 08:59:51 ,2023-11-21 08:59:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112122001480201411228585	,20231121085555U63533709558731361	,2023-11-21 08:56:10 ,2023-11-21 08:56:11 ,2023-11-21 08:56:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-23112111100400000028583726996011,9.90    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112022001480201407219721	,XP1823112023200842573798001321	,2023-11-20 23:27:07 ,2023-11-20 23:27:08 ,2023-11-20 23:27:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1823112023200842573798001321,13.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112022001480201409042129	,XP1023112023200842480937006345	,2023-11-20 23:22:38 ,2023-11-20 23:22:39 ,2023-11-20 23:22:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1023112023200842480937006345,38.25   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112022001480201400247442	,20231120190235249072033245930690	,2023-11-20 19:02:36 ,2023-11-20 19:02:38 ,2023-11-20 19:02:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,静安寺--三林东            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2023112022001480201456854292	,20231120085533871072033097113029	,2023-11-20 08:55:34 ,2023-11-20 08:55:36 ,2023-11-20 08:55:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海都畅数字技术有限公司    ,三林东--静安寺            ,4.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
